Name,WordEs,WordEn,Category,Difficulty
174,CHOCLO,CORN COB,COMIDA,2
175,CHOCOLATE,CHOCOLATE,COMIDA,2
176,CHORIZO,SAUSAGE,COMIDA,1
177,COCO,COCONUT,COMIDA,1
178,CROISSANT,CROISSANT,COMIDA,2
179,DONA,DONUT,COMIDA,1
180,DURAZNO,PEACH,COMIDA,1
181,EMPANADA,EMPANADA,COMIDA,1
182,ENSALADA,SALAD,COMIDA,2
183,FIDEOS,NOODLES,COMIDA,2
184,FRESA,STRAWBERRY,COMIDA,1
185,GALLETA,COOKIE,COMIDA,1
186,GUACAMOLE,GUACAMOLE,COMIDA,2
187,HAMBURGUESA,BURGER,COMIDA,1
188,HELADO,ICE CREAM,COMIDA,1
189,HUEVO,EGG,COMIDA,1
190,HUMMUS,HUMMUS,COMIDA,3
191,JAMON,HAM,COMIDA,2
192,JUGO,JUICE,COMIDA,2
193,KETCHUP,KETCHUP,COMIDA,1
194,LASANA,LASAGNA,COMIDA,2
195,LECHE,MILK,COMIDA,2
196,LECHUGA,LETTUCE,COMIDA,1
197,LIMON,LEMON,COMIDA,1
198,MANGO,MANGO,COMIDA,1
199,MANI,PEANUT,COMIDA,1
200,MANTEQUILLA,BUTTER,COMIDA,2
201,MANZANA,APPLE,COMIDA,1
202,MATE,MATE,COMIDA,1
203,MAYONESA,MAYONNAISE,COMIDA,2
204,MELON,MELON,COMIDA,1
205,MERMELADA,JAM,COMIDA,2
206,MIEL,HONEY,COMIDA,1
207,MILANESA,SCHNITZEL,COMIDA,2
208,MOSTAZA,MUSTARD,COMIDA,2
209,NACHOS,NACHOS,COMIDA,1
210,NARANJA,ORANGE,COMIDA,1
211,NUEZ,WALNUT,COMIDA,1
212,PALOMITAS DE MAIZ,POPCORN,COMIDA,2
213,PALTA,AVOCADO,COMIDA,1
214,PAN,BREAD,COMIDA,1
215,PANQUEQUE,PANCAKE,COMIDA,1
216,PAPA,POTATO,COMIDA,1
217,PASTA,PASTA,COMIDA,1
218,PASTEL,PIE,COMIDA,1
219,PEPINO,CUCUMBER,COMIDA,1
220,PERA,PEAR,COMIDA,1
221,PIMIENTA,PEPPER,COMIDA,2
222,PIMIENTO,BELL PEPPER,COMIDA,2
223,PISTACHO,PISTACHIO,COMIDA,2
224,PIZZA,PIZZA,COMIDA,1
225,PRETZEL,PRETZEL,COMIDA,2
226,QUESADILLA,QUESADILLA,COMIDA,2
227,QUESO,CHEESE,COMIDA,1
228,RAMEN,RAMEN,COMIDA,2
229,SAL,SALT,COMIDA,1
230,SALCHICHA,HOT DOG,COMIDA,1
231,SANDIA,WATERMELON,COMIDA,1
232,SANDWICH,SANDWICH,COMIDA,2
233,SOPA,SOUP,COMIDA,2
234,SUSHI,SUSHI,COMIDA,1
235,TACO,TACO,COMIDA,1
236,TE,TEA,COMIDA,2
237,TOMATE,TOMATO,COMIDA,1
238,TORTA,CAKE,COMIDA,1
239,UVA,GRAPE,COMIDA,1
240,VINAGRE,VINEGAR,COMIDA,2
241,VINO,WINE,COMIDA,1
242,WAFFLE,WAFFLE,COMIDA,1
243,YOGUR,YOGURT,COMIDA,2
244,ZANAHORIA,CARROT,COMIDA,1
245,CENTAURO,CENTAUR,CRIATURAS_MITOLOGICAS,2
246,CICLOPE,CYCLOPS,CRIATURAS_MITOLOGICAS,2
247,DRAGON,DRAGON,CRIATURAS_MITOLOGICAS,1
248,DUENDE,IMP,CRIATURAS_MITOLOGICAS,1
249,ELFO,ELF,CRIATURAS_MITOLOGICAS,1
250,ESFINGE,SPHINX,CRIATURAS_MITOLOGICAS,2
251,FANTASMA,GHOST,CRIATURAS_MITOLOGICAS,1
252,FENIX,PHOENIX,CRIATURAS_MITOLOGICAS,2
253,GARGOLA,GARGOYLE,CRIATURAS_MITOLOGICAS,2
254,GNOMO,GNOME,CRIATURAS_MITOLOGICAS,2
255,GOBLIN,GOBLIN,CRIATURAS_MITOLOGICAS,2
256,GRIFO,GRIFFIN,CRIATURAS_MITOLOGICAS,2
257,HADA,FAIRY,CRIATURAS_MITOLOGICAS,1
258,HIDRA,HYDRA,CRIATURAS_MITOLOGICAS,2
259,HOMBRE LOBO,WEREWOLF,CRIATURAS_MITOLOGICAS,2
260,KRAKEN,KRAKEN,CRIATURAS_MITOLOGICAS,2
261,MINOTAURO,MINOTAUR,CRIATURAS_MITOLOGICAS,2
262,MOMIA,MUMMY,CRIATURAS_MITOLOGICAS,1
263,OGRO,OGRE,CRIATURAS_MITOLOGICAS,1
264,PEGASO,PEGASUS,CRIATURAS_MITOLOGICAS,2
265,SIRENA,MERMAID,CRIATURAS_MITOLOGICAS,1
266,TROLL,TROLL,CRIATURAS_MITOLOGICAS,1
267,UNICORNIO,UNICORN,CRIATURAS_MITOLOGICAS,1
268,VAMPIRO,VAMPIRE,CRIATURAS_MITOLOGICAS,1
269,ZOMBI,ZOMBIE,CRIATURAS_MITOLOGICAS,1
270,BOCA,MOUTH,CUERPO_HUMANO,1
271,BRAZO,ARM,CUERPO_HUMANO,1
272,CABEZA,HEAD,CUERPO_HUMANO,1
273,CADERA,HIP,CUERPO_HUMANO,2
274,CALAVERA,SKULL,CUERPO_HUMANO,1
275,CEJA,EYEBROW,CUERPO_HUMANO,2
276,CEREBRO,BRAIN,CUERPO_HUMANO,1
277,CINTURA,WAIST,CUERPO_HUMANO,2
278,CODO,ELBOW,CUERPO_HUMANO,2
279,COLUMNA VERTEBRAL,SPINE,CUERPO_HUMANO,2
280,CORAZON,HEART,CUERPO_HUMANO,1
281,COSTILLA,RIB,CUERPO_HUMANO,2
282,CUELLO,NECK,CUERPO_HUMANO,1
283,DEDO,FINGER,CUERPO_HUMANO,1
284,DIENTE,TOOTH,CUERPO_HUMANO,1
285,ESPALDA,BACK,CUERPO_HUMANO,1
286,ESQUELETO,SKELETON,CUERPO_HUMANO,1
287,ESTOMAGO,STOMACH,CUERPO_HUMANO,2
288,FRENTE,FOREHEAD,CUERPO_HUMANO,2
289,HIGADO,LIVER,CUERPO_HUMANO,2
290,HOMBRO,SHOULDER,CUERPO_HUMANO,1
291,LENGUA,TONGUE,CUERPO_HUMANO,1
292,MANO,HAND,CUERPO_HUMANO,1
293,MEJILLA,CHEEK,CUERPO_HUMANO,2
294,MENTON,CHIN,CUERPO_HUMANO,2
295,MUNECA,WRIST,CUERPO_HUMANO,2
296,MUSCULO,MUSCLE,CUERPO_HUMANO,2
297,NARIZ,NOSE,CUERPO_HUMANO,1
298,NUCA,NAPE,CUERPO_HUMANO,2
299,OJO,EYE,CUERPO_HUMANO,1
300,OREJA,EAR,CUERPO_HUMANO,1
301,PECHO,CHEST,CUERPO_HUMANO,1
302,PESTANA,EYELASH,CUERPO_HUMANO,2
303,PIE,FOOT,CUERPO_HUMANO,1
304,PIERNA,LEG,CUERPO_HUMANO,1
305,PULMON,LUNG,CUERPO_HUMANO,2
306,RINON,KIDNEY,CUERPO_HUMANO,2
307,RODILLA,KNEE,CUERPO_HUMANO,1
308,TALON,HEEL,CUERPO_HUMANO,2
309,TOBILLO,ANKLE,CUERPO_HUMANO,2
310,ARCO,BOW,DEPORTES_JUGUETES,2
311,ARO DE BASQUET,BASKETBALL HOOP,DEPORTES_JUGUETES,1
312,BALON,BALL,DEPORTES_JUGUETES,1
313,BASTON DE ESQUI,SKI POLE,DEPORTES_JUGUETES,2
314,BATE,BAT,DEPORTES_JUGUETES,1
315,BLOQUES DE CONSTRUCCION,BUILDING BLOCKS,DEPORTES_JUGUETES,1
316,CANASTA,BASKET,DEPORTES_JUGUETES,1
317,CANICAS,MARBLES,DEPORTES_JUGUETES,2
318,CARRITO DE JUGUETE,TOY CAR,DEPORTES_JUGUETES,1
319,COMETA,KITE,DEPORTES_JUGUETES,1
320,CUBO RUBIK,RUBIKS CUBE,DEPORTES_JUGUETES,1
321,CUERDA PARA SALTAR,JUMP ROPE,DEPORTES_JUGUETES,1
322,DADO,DICE,DEPORTES_JUGUETES,1
323,ESQUIES,SKIS,DEPORTES_JUGUETES,2
324,FLECHA,ARROW,DEPORTES_JUGUETES,1
325,GUANTE DE BEISBOL,BASEBALL GLOVE,DEPORTES_JUGUETES,1
326,GUANTE DE BOX,BOXING GLOVE,DEPORTES_JUGUETES,1
327,HULA HOOP,HULA HOOP,DEPORTES_JUGUETES,1
328,MEDALLA,MEDAL,DEPORTES_JUGUETES,1
329,MUNECO DE ACCION,ACTION FIGURE,DEPORTES_JUGUETES,1
330,NAIPE,PLAYING CARD,DEPORTES_JUGUETES,2
331,OSITO DE PELUCHE,TEDDY BEAR,DEPORTES_JUGUETES,1
332,PALO DE GOLF,GOLF CLUB,DEPORTES_JUGUETES,1
333,PALO DE HOCKEY,HOCKEY STICK,DEPORTES_JUGUETES,1
334,PATIN,ROLLER SKATE,DEPORTES_JUGUETES,1
335,PATINES DE HIELO,ICE SKATES,DEPORTES_JUGUETES,2
336,PATO DE HULE,RUBBER DUCK,DEPORTES_JUGUETES,1
337,PELOTA,BALL,DEPORTES_JUGUETES,1
338,PELOTA DE BASQUET,BASKETBALL,DEPORTES_JUGUETES,1
339,PELOTA DE PLAYA,BEACH BALL,DEPORTES_JUGUETES,1
340,PELOTA DE TENIS,TENNIS BALL,DEPORTES_JUGUETES,1
341,PORTERIA DE FUTBOL,SOCCER GOAL,DEPORTES_JUGUETES,1
342,RAQUETA,RACKET,DEPORTES_JUGUETES,1
343,RED,NET,DEPORTES_JUGUETES,2
344,ROMPECABEZAS,JIGSAW PUZZLE,DEPORTES_JUGUETES,2
345,TABLA DE SURF,SURFBOARD,DEPORTES_JUGUETES,1
346,TABLERO DE AJEDREZ,CHESSBOARD,DEPORTES_JUGUETES,2
347,TREN DE JUGUETE,TOY TRAIN,DEPORTES_JUGUETES,1
348,TROFEO,TROPHY,DEPORTES_JUGUETES,1
349,TROMPO,SPINNING TOP,DEPORTES_JUGUETES,2
350,YOYO,YOYO,DEPORTES_JUGUETES,1
351,AEROPUERTO,AIRPORT,EDIFICIOS,1
352,BANCO,BANK,EDIFICIOS,1
353,BIBLIOTECA,LIBRARY,EDIFICIOS,1
354,BODEGA,WAREHOUSE,EDIFICIOS,2
355,CABANA,CABIN,EDIFICIOS,1
356,CAPILLA,CHAPEL,EDIFICIOS,2
357,CARCEL,JAIL,EDIFICIOS,1
358,CARNICERIA,BUTCHER SHOP,EDIFICIOS,2
359,CASA,HOUSE,EDIFICIOS,1
360,CHOZA,HUT,EDIFICIOS,2
361,CINE,CINEMA,EDIFICIOS,1
362,CORREO,POST OFFICE,EDIFICIOS,2
363,CUARTEL,BARRACKS,EDIFICIOS,2
364,ESCUELA,SCHOOL,EDIFICIOS,1
365,ESTABLO,STABLE,EDIFICIOS,2
366,ESTACION DE TREN,TRAIN STATION,EDIFICIOS,2
367,FABRICA,FACTORY,EDIFICIOS,2
368,FARMACIA,PHARMACY,EDIFICIOS,1
369,GARAJE,GARAGE,EDIFICIOS,1
370,GASOLINERA,GAS STATION,EDIFICIOS,1
371,GRANJA,FARM,EDIFICIOS,1
372,HOSPITAL,HOSPITAL,EDIFICIOS,1
373,IGLU,IGLOO,EDIFICIOS,1
374,INVERNADERO,GREENHOUSE,EDIFICIOS,2
375,MERCADO,MARKET,EDIFICIOS,1
376,MEZQUITA,MOSQUE,EDIFICIOS,1
377,MUSEO,MUSEUM,EDIFICIOS,1
378,PAGODA,PAGODA,EDIFICIOS,1
379,PANADERIA,BAKERY,EDIFICIOS,1
380,RASCACIELOS,SKYSCRAPER,EDIFICIOS,1
381,SINAGOGA,SYNAGOGUE,EDIFICIOS,2
382,SUPERMERCADO,SUPERMARKET,EDIFICIOS,1
383,TEATRO,THEATER,EDIFICIOS,1
384,TIENDA DE CAMPANA,TENT,EDIFICIOS,1
385,UNIVERSIDAD,UNIVERSITY,EDIFICIOS,2
386,ARCOIRIS,RAINBOW,FENOMENOS_NATURALES,1
387,AURORA BOREAL,AURORA,FENOMENOS_NATURALES,2
388,AVALANCHA,AVALANCHE,FENOMENOS_NATURALES,2
389,CASCADA,WATERFALL,FENOMENOS_NATURALES,1
390,ECLIPSE,ECLIPSE,FENOMENOS_NATURALES,1
391,ERUPCION,ERUPTION,FENOMENOS_NATURALES,2
392,ESCARCHA,FROST,FENOMENOS_NATURALES,2
393,ESTALACTITA,STALACTITE,FENOMENOS_NATURALES,2
394,ESTALAGMITA,STALAGMITE,FENOMENOS_NATURALES,2
395,ESTRELLA FUGAZ,SHOOTING STAR,FENOMENOS_NATURALES,1
396,GEISER,GEYSER,FENOMENOS_NATURALES,2
397,GLACIAR,GLACIER,FENOMENOS_NATURALES,1
398,GRANIZO,HAIL,FENOMENOS_NATURALES,2
399,HURACAN,HURRICANE,FENOMENOS_NATURALES,2
400,LLUVIA,RAIN,FENOMENOS_NATURALES,1
401,LLUVIA DE METEORITOS,METEOR SHOWER,FENOMENOS_NATURALES,2
402,MAREA,TIDE,FENOMENOS_NATURALES,2
403,NEVADA,SNOWFALL,FENOMENOS_NATURALES,2
404,NIEBLA,FOG,FENOMENOS_NATURALES,2
405,NUBE,CLOUD,FENOMENOS_NATURALES,1
406,OASIS,OASIS,FENOMENOS_NATURALES,2
407,RAYO,LIGHTNING,FENOMENOS_NATURALES,1
408,REMOLINO,WHIRLPOOL,FENOMENOS_NATURALES,2
409,ROCIO,DEW,FENOMENOS_NATURALES,3
410,TERREMOTO,EARTHQUAKE,FENOMENOS_NATURALES,2
411,TORMENTA DE ARENA,SANDSTORM,FENOMENOS_NATURALES,2
412,TORNADO,TORNADO,FENOMENOS_NATURALES,1
413,TRUENO,THUNDER,FENOMENOS_NATURALES,2
414,TSUNAMI,TSUNAMI,FENOMENOS_NATURALES,2
415,VENTISCA,BLIZZARD,FENOMENOS_NATURALES,2
416,VOLCAN,VOLCANO,FENOMENOS_NATURALES,1
417,ABRELATAS,CAN OPENER,HERRAMIENTAS,2
418,ALICATE,PLIERS,HERRAMIENTAS,2
419,CADENA,CHAIN,HERRAMIENTAS,1
420,CINTA METRICA,TAPE MEASURE,HERRAMIENTAS,2
421,CLAVO,NAIL,HERRAMIENTAS,1
422,CORTAUNAS,NAIL CLIPPER,HERRAMIENTAS,2
423,CUERDA,ROPE,HERRAMIENTAS,1
424,DESTAPADOR,BOTTLE OPENER,HERRAMIENTAS,1
425,DESTORNILLADOR,SCREWDRIVER,HERRAMIENTAS,1
426,ESCALERA,LADDER,HERRAMIENTAS,1
427,GATO HIDRAULICO,CAR JACK,HERRAMIENTAS,2
428,HACHA,AXE,HERRAMIENTAS,1
429,IMAN,MAGNET,HERRAMIENTAS,1
430,LIJA,SANDPAPER,HERRAMIENTAS,2
431,LIMA,FILE,HERRAMIENTAS,2
432,LLAVE INGLESA,WRENCH,HERRAMIENTAS,2
433,MANGUERA,HOSE,HERRAMIENTAS,1
434,MARTILLO,HAMMER,HERRAMIENTAS,1
435,MOTOSIERRA,CHAINSAW,HERRAMIENTAS,1
436,NIVEL,SPIRIT LEVEL,HERRAMIENTAS,2
437,PALA,SHOVEL,HERRAMIENTAS,1
438,PINCEL,PAINTBRUSH,HERRAMIENTAS,1
439,PODADORA,LAWNMOWER,HERRAMIENTAS,2
440,RASTRILLO,RAKE,HERRAMIENTAS,2
441,REGADERA,WATERING CAN,HERRAMIENTAS,1
442,RODILLO,PAINT ROLLER,HERRAMIENTAS,2
443,SIERRA,SAW,HERRAMIENTAS,1
444,SOPLETE,BLOWTORCH,HERRAMIENTAS,2
445,TALADRO,DRILL,HERRAMIENTAS,1
446,TENAZA,TONGS,HERRAMIENTAS,2
447,TORNILLO,SCREW,HERRAMIENTAS,1
448,TUERCA,NUT,HERRAMIENTAS,2
449,YUNQUE,ANVIL,HERRAMIENTAS,2
450,ACORDEON,ACCORDION,INSTRUMENTOS_MUSICALES,2
451,AMPLIFICADOR,AMPLIFIER,INSTRUMENTOS_MUSICALES,2
452,ARMONICA,HARMONICA,INSTRUMENTOS_MUSICALES,2
453,ARPA,HARP,INSTRUMENTOS_MUSICALES,1
454,ATRIL,MUSIC STAND,INSTRUMENTOS_MUSICALES,2
455,BANJO,BANJO,INSTRUMENTOS_MUSICALES,2
456,BATERIA,DRUM KIT,INSTRUMENTOS_MUSICALES,1
457,BONGO,BONGO,INSTRUMENTOS_MUSICALES,2
458,CAMPANA,BELL,INSTRUMENTOS_MUSICALES,1
459,CASTANUELAS,CASTANETS,INSTRUMENTOS_MUSICALES,2
460,CLARINETE,CLARINET,INSTRUMENTOS_MUSICALES,2
461,CONTRABAJO,DOUBLE BASS,INSTRUMENTOS_MUSICALES,2
462,CORNETA,BUGLE,INSTRUMENTOS_MUSICALES,2
463,CUERNO,HORN,INSTRUMENTOS_MUSICALES,2
464,DIDGERIDOO,DIDGERIDOO,INSTRUMENTOS_MUSICALES,3
465,FLAUTA,FLUTE,INSTRUMENTOS_MUSICALES,1
466,GAITA,BAGPIPES,INSTRUMENTOS_MUSICALES,2
467,GUITARRA,GUITAR,INSTRUMENTOS_MUSICALES,1
468,MARACAS,MARACAS,INSTRUMENTOS_MUSICALES,1
469,METRONOMO,METRONOME,INSTRUMENTOS_MUSICALES,2
470,ORGANO,ORGAN,INSTRUMENTOS_MUSICALES,2
471,PANDERETA,TAMBOURINE,INSTRUMENTOS_MUSICALES,2
472,PIANO,PIANO,INSTRUMENTOS_MUSICALES,1
473,SAXOFON,SAXOPHONE,INSTRUMENTOS_MUSICALES,1
474,TAMBOR,DRUM,INSTRUMENTOS_MUSICALES,1
475,TIMBAL,TIMPANI,INSTRUMENTOS_MUSICALES,2
476,TRIANGULO,TRIANGLE,INSTRUMENTOS_MUSICALES,1
477,TROMBON,TROMBONE,INSTRUMENTOS_MUSICALES,2
478,TROMPETA,TRUMPET,INSTRUMENTOS_MUSICALES,1
479,TUBA,TUBA,INSTRUMENTOS_MUSICALES,2
480,UKELELE,UKULELE,INSTRUMENTOS_MUSICALES,1
481,VIOLIN,VIOLIN,INSTRUMENTOS_MUSICALES,1
482,VIOLONCHELO,CELLO,INSTRUMENTOS_MUSICALES,2
483,XILOFONO,XYLOPHONE,INSTRUMENTOS_MUSICALES,2
484,ACANTILADO,CLIFF,LUGARES_FISICOS,2
485,ARRECIFE,REEF,LUGARES_FISICOS,2
486,BOSQUE,FOREST,LUGARES_FISICOS,1
487,CATARATA,WATERFALL,LUGARES_FISICOS,1
488,CAVERNA,CAVERN,LUGARES_FISICOS,2
489,COLINA,HILL,LUGARES_FISICOS,2
490,CUEVA,CAVE,LUGARES_FISICOS,1
491,DELTA,DELTA,LUGARES_FISICOS,2
492,DESIERTO,DESERT,LUGARES_FISICOS,1
493,DUNA,DUNE,LUGARES_FISICOS,2
494,ESTEPA,STEPPE,LUGARES_FISICOS,3
495,FIORDO,FJORD,LUGARES_FISICOS,3
496,GRUTA,GROTTO,LUGARES_FISICOS,2
497,ISLA,ISLAND,LUGARES_FISICOS,1
498,LAGO,LAKE,LUGARES_FISICOS,1
499,LAGUNA,LAGOON,LUGARES_FISICOS,2
500,MANANTIAL,SPRING,LUGARES_FISICOS,3
501,MAR,SEA,LUGARES_FISICOS,1
502,MONTANA,MOUNTAIN,LUGARES_FISICOS,1
503,OCEANO,OCEAN,LUGARES_FISICOS,2
504,PANTANO,SWAMP,LUGARES_FISICOS,2
505,PENINSULA,PENINSULA,LUGARES_FISICOS,2
506,PLAYA,BEACH,LUGARES_FISICOS,1
507,PRADERA,MEADOW,LUGARES_FISICOS,2
508,RIO,RIVER,LUGARES_FISICOS,1
509,SABANA,SAVANNA,LUGARES_FISICOS,2
510,SELVA,JUNGLE,LUGARES_FISICOS,1
